signature,sequence,value,length
(4+5)*(6/(3-2)),"4,5,+,6,3,2,-,/,*",54,5
((6/2)+3)*(4+5),"4,5,+,3,6,2,/,+,*",54,5
(2*3*6)+(4*5),"4,5,*,2,3,6,*,*,+",56,5
(2-(4*5))*(3-6),"3,6,-,2,5,4,*,-,*",54,5
((6/2)+4)*(3+5),"3,5,+,4,6,2,/,+,*",56,5
((2+5)*6)+(3*4),"3,4,*,6,5,2,+,*,+",54,5
((6/2)+5)*(3+4),"3,4,+,5,6,2,/,+,*",56,5
(2-6)+(3*4*5),"2,6,-,4,5,3,*,*,+",56,5
((3+5)*6)+(2*4),"2,4,*,6,5,3,+,*,+",56,5
(2-4)*(3-(5*6)),"2,4,-,3,5,6,*,-,*",54,5
((4+6)*5)+(2*3),"2,3,*,5,4,6,+,*,+",56,5
(((3*5)-2)-4)*6,"6,3,5,*,2,-,4,-,*",54,5
(((3*5)-4)-2)*6,"6,3,5,*,4,-,2,-,*",54,5
(((3*4)+2)-5)*6,"6,2,4,3,*,+,5,-,*",54,5
(((3+4)*2)-5)*6,"6,2,4,3,+,*,5,-,*",54,5
(((5-2)*4)-3)*6,"6,4,5,2,-,*,3,-,*",54,5
(((2*5)+3)-4)*6,"6,3,5,2,*,+,4,-,*",54,5
(((2+5)*6)/3)*4,"4,6,2,5,+,*,3,/,*",56,5
(((2*6)+5)-3)*4,"4,5,2,6,*,+,3,-,*",56,5
(((5+6)*2)-4)*3,"3,2,5,6,+,*,4,-,*",54,5
((3*4*5)-6)+2,"2,3,4,5,*,*,6,-,+",56,5
((2*5)-(4-3))*6,"6,5,2,*,4,3,-,-,*",54,5
((4+5)/(3-2))*6,"6,4,5,+,3,2,-,/,*",54,5
(3-2)*(4+5)*6,"6,3,2,-,5,4,+,*,*",54,5
((3*5)-(2+4))*6,"6,3,5,*,4,2,+,-,*",54,5
((2+4)*(3+5))+6,"6,3,5,+,4,2,+,*,+",54,5
((2-5)+(3*4))*6,"6,3,4,*,2,5,-,+,*",54,5
((3*4)-(5-2))*6,"6,3,4,*,5,2,-,-,*",54,5
((2*5)+(3-4))*6,"6,3,4,-,5,2,*,+,*",54,5
((2*6)-(3-5))*4,"4,2,6,*,3,5,-,-,*",56,5
((2*6)+(5-3))*4,"4,2,6,*,5,3,-,+,*",56,5
(2+5)*(6/3)*4,"4,2,5,+,6,3,/,*,*",56,5
(4+5)*(6-3)*2,"2,4,5,+,6,3,-,*,*",54,5
(((3*4)-5)+2)*6,"6,2,4,3,*,5,-,+,*",54,5
(((3*4)-2)*5)+6,"6,5,4,3,*,2,-,*,+",56,5
(((2*5)-4)+3)*6,"6,3,5,2,*,4,-,+,*",54,5
(((3*6)/2)+5)*4,"4,5,3,6,*,2,/,+,*",56,5
(((2*6)-3)+5)*4,"4,5,2,6,*,3,-,+,*",56,5
((2+5)-4)*3*6,"3,6,5,2,+,4,-,*,*",54,5
((2*4)-5)*3*6,"3,6,4,2,*,5,-,*,*",54,5
(((3*6)-5)*4)+2,"2,4,3,6,*,5,-,*,+",54,5
(2-(5-(3*4)))*6,"6,2,5,4,3,*,-,-,*",54,5
6-((2-(3*4))*5),"6,5,2,3,4,*,-,*,-",56,5
(5-(4/(2-3)))*6,"6,5,4,2,3,-,/,-,*",54,5
(5-((2-3)*4))*6,"6,5,4,2,3,-,*,-,*",54,5
(((2*3)+4)*5)+6,"6,5,4,3,2,*,+,*,+",56,5
((4/(3-2))+5)*6,"6,5,4,3,2,-,/,+,*",54,5
(((3-2)*4)+5)*6,"6,5,4,3,2,-,*,+,*",54,5
(4-(5/(2-3)))*6,"6,4,5,2,3,-,/,-,*",54,5
(4-((2-3)*5))*6,"6,4,5,2,3,-,*,-,*",54,5
((5/(3-2))+4)*6,"6,4,5,3,2,-,/,+,*",54,5
(((3-2)*5)+4)*6,"6,4,5,3,2,-,*,+,*",54,5
(3-(4-(2*5)))*6,"6,3,4,5,2,*,-,-,*",54,5
(((6/2)*3)+5)*4,"4,5,3,6,2,/,*,+,*",56,5
(5-(3-(2*6)))*4,"4,5,3,2,6,*,-,-,*",56,5
(2-((3-5)*6))*4,"4,2,6,3,5,-,*,-,*",56,5
(((5-3)*6)+2)*4,"4,2,6,5,3,-,*,+,*",56,5
(2-(4-5))*3*6,"3,6,2,4,5,-,-,*,*",54,5
((5-4)+2)*3*6,"3,6,2,5,4,-,+,*,*",54,5
((2-4)+5)*3*6,"3,6,5,2,4,-,+,*,*",54,5
(5-(4/2))*3*6,"3,6,5,4,2,/,-,*,*",54,5
(5-(4-2))*3*6,"3,6,5,4,2,-,-,*,*",54,5
(6-((2-5)*4))*3,"3,6,4,2,5,-,*,-,*",54,5
(((5-2)*4)+6)*3,"3,6,4,5,2,-,*,+,*",54,5
(2*4*6)+3+5,"3,5,4,2,6,*,*,+,+",56,5
2-(6-(3*4*5)),"2,6,4,5,3,*,*,-,-",56,5
((3+5)*6)+2+4,"2,4,6,5,3,+,*,+,+",54,5
((6/3)+5)*2*4,"2,4,5,6,3,/,+,*,*",56,5
2-((5-(3*6))*4),"2,4,5,3,6,*,-,*,-",54,5
((3*6)+4+5)*2,"2,4,5,3,6,*,+,+,*",54,5
((4*5*6)/2)-3,"4,5,6,*,*,2,/,3,-",57,5
((2*5*6)-4)-3,"2,5,6,*,*,4,-,3,-",53,5
((2*5*6)-3)-4,"2,5,6,*,*,3,-,4,-",53,5
(((4*5)/2)*6)-3,"6,4,5,*,2,/,*,3,-",57,5
(((4*6)/2)*5)-3,"5,4,6,*,2,/,*,3,-",57,5
(((5*6)/2)*4)-3,"4,5,6,*,2,/,*,3,-",57,5
(((3*5)+4)*6)/2,"6,4,3,5,*,+,*,2,/",57,5
((4/2)*5*6)-3,"5,6,4,2,/,*,*,3,-",57,5
